2018 rank,City,State,2018 estimate,2010 Census,Change,2016 land area sq mi,2016 land area sq km,2016 population density per sq mi,2016 population density per sq km,Location : Latitude / Longitude / Coordinates,Wikipedia Link,City Summary
286,Daly City, California,"107,008","101,123",+5.82%,7.6 sq mi,19.7 km2,"14,009/sq mi","5,409/km2",37°42′03″N 122°27′54″W﻿ / ﻿37.7009°N 122.4650°W﻿ / 37.7009; -122.4650﻿ (Daly City),"https://en.wikipedia.org/wiki/Daly_City,_California","Archaeological evidence suggests the San Francisco Bay Area has been inhabited as early as 2700 BC.[13] People of the Ohlone language group occupied Northern California from at least the 6th century.[14][verification needed] Though their territory had been claimed by Spain since the early 16th century, they would have relatively little contact with Europeans until 1769, when, as part of an effort to colonize Alta California, an exploration party led by Don Gaspar de Portolá learned of the existence of San Francisco Bay.[15] Seven years later, in 1776, an expedition led by Juan Bautista de Anza selected the site for the Presidio of San Francisco, which José Joaquín Moraga would soon establish. Later the same year, the Franciscan missionary Francisco Palóu founded the Mission San Francisco de Asís (Mission Dolores).[16] As part of the founding, the priests claimed the land south of the mission for sixteen miles for raising crops and for fodder for cattle and sheep.[17] In 1778, the priests and soldiers marked out a trail to connect San Francisco to the rest of California.[17] At the top of Mission Hill, the priests named the gap between San Bruno Mountain and the hills on the coast La Portezuela (""The Little Door"").[17] La Portezuela was later referred to as Daly's Hill, the Center of Daly City, and is now called Top of the Hill.[17]"
287,Meridian, Idaho,"106,804","75,092",+42.23%,29.8 sq mi,77.2 km2,"3,584/sq mi","1,384/km2",43°36′51″N 116°23′56″W﻿ / ﻿43.6142°N 116.3989°W﻿ / 43.6142; -116.3989﻿ (Meridian),"https://en.wikipedia.org/wiki/Meridian,_Idaho","Meridian was incorporated in 1903.[10] The information in the following sections (Irrigation, Village, Rail Transportation, and Creamery) is found on the displays in the Meridian City Hall Plaza."
288,Lewisville, Texas,"106,586","95,290",+11.85%,36.7 sq mi,95.1 km2,"2,852/sq mi","1,101/km2",33°02′48″N 96°58′54″W﻿ / ﻿33.0466°N 96.9818°W﻿ / 33.0466; -96.9818﻿ (Lewisville),"https://en.wikipedia.org/wiki/Lewisville,_Texas","Originally called Holford's Prairie, Lewisville dates back to the early 1840s.[7] The arrival of the town's first railroad in 1881 engendered its initial growth, and the expansion of the area's transportation infrastructure spurred further development in the early part of the 20th century.[8] Lewisville incorporated in 1925, and when construction of Lewisville Lake was completed in the 1950s, the city began to expand rapidly."
289,Davie, Florida,"106,558","91,992",+15.83%,34.9 sq mi,90.4 km2,"2,919/sq mi","1,127/km2",26°04′45″N 80°17′06″W﻿ / ﻿26.0791°N 80.2850°W﻿ / 26.0791; -80.2850﻿ (Davie),"https://en.wikipedia.org/wiki/Davie,_Florida","Davie has always had a reputation as a ""Western"" town, with many earlier buildings having ""Wild West"" architecture. It boasts a significant horse-owning population and once was home to many herds of cattle. In recent years, commercial and residential development has discouraged such practices, but Davie still tries to maintain a ""Western"" feel. Pioneer City, a western theme park, was located across the street from Flamingo Gardens. It was built in the 1960s and closed a few years later."
290,West Covina, California,"106,311","106,098",+0.20%,16.0 sq mi,41.4 km2,"6,740/sq mi","2,600/km2",34°03′21″N 117°54′36″W﻿ / ﻿34.0559°N 117.9099°W﻿ / 34.0559; -117.9099﻿ (West Covina),"https://en.wikipedia.org/wiki/West_Covina,_California","The City of West Covina began the second half of the 20th century with new developments and projects, mostly brought on by big business. The City Hall and police facility were built in 1969 as the first phase of an example of a Joint Powers Authority in the County of Los Angeles. The Civic Center Joint Powers Authority, consisting of the County of Los Angeles and the City of West Covina, also completed a three-level parking structure in the Civic Center complex. The Civic Center complex includes the Los Angeles County Regional Library and the Citrus Municipal Court building and the city offices."
291,League City, Texas,"106,244","83,560",+27.15%,51.2 sq mi,132.6 km2,"1,992/sq mi",769/km2,29°29′24″N 95°06′33″W﻿ / ﻿29.4901°N 95.1091°W﻿ / 29.4901; -95.1091﻿ (League City),"https://en.wikipedia.org/wiki/League_City,_Texas","Between 2000 and 2005, League City surpassed Galveston as Galveston County's largest city.[7]"
292,Tyler, Texas,"105,729","96,900",+9.11%,56.6 sq mi,146.6 km2,"1,852/sq mi",715/km2,32°19′02″N 95°18′21″W﻿ / ﻿32.3173°N 95.3059°W﻿ / 32.3173; -95.3059﻿ (Tyler),"https://en.wikipedia.org/wiki/Tyler,_Texas","As a regional educational and technology center, Tyler is the host for more than 20,000 higher-education students, a college of engineering, a university health science center, and two regional hospital systems."
293,Norwalk, California,"105,120","105,549",−0.41%,9.7 sq mi,25.1 km2,"10,946/sq mi","4,226/km2",33°54′27″N 118°05′01″W﻿ / ﻿33.9076°N 118.0835°W﻿ / 33.9076; -118.0835﻿ (Norwalk),"https://en.wikipedia.org/wiki/Norwalk,_California","Founded in the late 19th century, Norwalk was incorporated as a city in 1957. It is located 17 miles (27 km) southeast of downtown Los Angeles and is part of the Greater Los Angeles area."
294,San Mateo, California,"105,025","97,207",+8.04%,12.1 sq mi,31.3 km2,"8,592/sq mi","3,317/km2",37°33′37″N 122°18′38″W﻿ / ﻿37.5603°N 122.3106°W﻿ / 37.5603; -122.3106﻿ (San Mateo),"https://en.wikipedia.org/wiki/San_Mateo,_California","Documented by Spanish colonists as part of the Rancho de las Pulgas (literally ""Ranch of the Fleas"") and the Rancho San Mateo, the earliest history is held in the archives of Mission Dolores. In 1789 the Spanish missionaries had named a Native American village along Laurel Creek as Los Laureles or the Laurels (Mission Dolores, 1789).  At the time of Mexican Independence, there were 30 native Californians at San Mateo, most likely from the Salson tribelet.[9]"
295,Green Bay, Wisconsin,"104,879","104,057",+0.79%,45.4 sq mi,117.6 km2,"2,316/sq mi",894/km2,44°31′15″N 87°59′03″W﻿ / ﻿44.5207°N 87.9842°W﻿ / 44.5207; -87.9842﻿ (Green Bay),"https://en.wikipedia.org/wiki/Green_Bay,_Wisconsin","Green Bay is the principal city of the Green Bay Metropolitan Statistical Area, which covers Brown, Kewaunee, and Oconto counties;[9] the MSA had a combined population of 306,241 at the 2010 census.[6]"
296,Wichita Falls, Texas,"104,576","104,553",+0.02%,72.2 sq mi,187.0 km2,"1,450/sq mi",560/km2,33°54′24″N 98°31′33″W﻿ / ﻿33.9067°N 98.5259°W﻿ / 33.9067; -98.5259﻿ (Wichita Falls),"https://en.wikipedia.org/wiki/Wichita_Falls,_Texas","The Choctaw Native Americans settled the area in the early 19th century from their native Mississippi area once Americans negotiated to relocate them after the Treaty of Dancing Rabbit Creek.[7] American settlers arrived in the 1860s to form cattle ranches. The city was officially titled Wichita Falls on September 27, 1872. On that day, a sale of town lots was held at what is now the corner of Seventh and Ohio Streets – the birthplace of the city.[8] The Fort Worth & Denver City Railway arrived in September 1882, the same year the city became the county seat of Wichita County.[7] The city grew westwards from the original FW&DC train depot which was located at the northwest corner of Seventh Street and the FW&DC.[8] This area is now referred to as the Depot Square Historic District,[9][10] which has been declared a Texas Historic Landmark.[11]"
297,Sparks, Nevada,"104,246","90,264",+15.49%,35.9 sq mi,93.0 km2,"2,810/sq mi","1,080/km2",39°33′16″N 119°44′08″W﻿ / ﻿39.5544°N 119.7356°W﻿ / 39.5544; -119.7356﻿ (Sparks),"https://en.wikipedia.org/wiki/Sparks,_Nevada","The area that is now Sparks was first inhabited by the Washoe people. Euro-American settlement began in the early 1850s, and the population density remained very low until 1904 when the Southern Pacific Railroad built a switch yard and maintenance sheds there, after moving the division point from Wadsworth. In 1902, The Southern Pacific purchased a large tract of swamp-like land near its newly built railyard, and gave everyone clear deed to a 50' x 140' lot for the grand sum of $1. They also offered to pick up and move — free of charge — every house in Wadsworth and reassemble it in this new town.[3]  As the population increased, a city was established, first called Harriman, after E.H. Harriman, president of the Southern Pacific, and then renamed Sparks, after John Sparks, then governor of Nevada.[4][5]"
298,Lakewood, New Jersey,"104,157","92,843",+12.19%,24.7 sq mi,64.0 km2,"4,079/sq mi","1,575/km2",40°04′38″N 74°12′01″W﻿ / ﻿40.0771°N 74.2004°W﻿ / 40.0771; -74.2004﻿ (Lakewood),"https://en.wikipedia.org/wiki/Lakewood_Township,_New_Jersey","The earliest documented European settlement of the present Lakewood area was by operators of sawmills, from about 1750 forward. One such sawmill – located at the east end of the present Lake Carasaljo – was known as Three Partners Mill from at least 1789 until at least 1814. From 1815 until 1818, in the same area, Jesse Richards had an iron-smelting operation known as Washington Furnace, using the local bog iron ore. The ironworks were revived in 1833 by Joseph W. Brick, who named the business Bergen Iron Works, which also became the name of the accompanying town. In 1865, the town was renamed Bricksburg in 1865, and in 1880, it was renamed Lakewood and became a fashionable winter resort."
299,Burbank, California,"103,695","103,340",+0.34%,17.4 sq mi,45.1 km2,"6,003/sq mi","2,318/km2",34°11′24″N 118°19′35″W﻿ / ﻿34.1901°N 118.3264°W﻿ / 34.1901; -118.3264﻿ (Burbank),"https://en.wikipedia.org/wiki/Burbank,_California","Billed as the ""Media Capital of the World""[10] and only a few miles northeast of Hollywood, numerous media and entertainment companies are headquartered or have significant production facilities in Burbank, including Warner Bros. Entertainment, The Walt Disney Company, Nickelodeon Animation Studios, The Burbank Studios, Cartoon Network Studios with the West Coast branch of Cartoon Network, and Insomniac Games. The Hollywood Burbank Airport was the location of Lockheed's Skunk Works, which produced some of the most secret and technologically advanced airplanes, including the U-2 spy planes that uncovered the Soviet Union missile components in Cuba in October 1962."
300,Rialto, California,"103,440","99,171",+4.30%,22.3 sq mi,57.8 km2,"4,633/sq mi","1,789/km2",34°06′42″N 117°23′18″W﻿ / ﻿34.1118°N 117.3883°W﻿ / 34.1118; -117.3883﻿ (Rialto),"https://en.wikipedia.org/wiki/Rialto,_California","Rialto is home to four major regional distribution centers: Staples Inc., which serves stores across the entire West Coast of the United States, Toys ""R"" Us, Under Armour and Target in the northern region of the city, in the Las Colinas community. One of the United States' largest fireworks companies, Pyro Spectaculars, is also headquartered in Rialto."
301,Allen, Texas,"103,383","84,246",+22.72%,27.1 sq mi,70.2 km2,"3,715/sq mi","1,434/km2",33°05′59″N 96°39′47″W﻿ / ﻿33.0997°N 96.6631°W﻿ / 33.0997; -96.6631﻿ (Allen),"https://en.wikipedia.org/wiki/Allen,_Texas","The Allen area was previously home to the Caddo, Comanche, and other indigenous peoples. The first immigrants from the United States and Europe arrived in the early 1840s.[7] The town was established by the Houston and Central Texas Railroad and named in 1872 for Ebenezer Allen, a state politician and railroad promoter.[8] The railroad allowed sale of crops across the country before they rotted, causing a shift from the previous cattle-based agriculture.[9] On February 22, 1878,[7] a gang led by Sam Bass committed in Allen what is said to be Texas's first train robbery.[8]"
302,El Cajon, California,"103,241","99,478",+3.78%,14.5 sq mi,37.6 km2,"7,156/sq mi","2,763/km2",32°48′06″N 116°57′37″W﻿ / ﻿32.8017°N 116.9604°W﻿ / 32.8017; -116.9604﻿ (El Cajon),"https://en.wikipedia.org/wiki/El_Cajon,_California","El Cajon, Spanish for ""the box,"" was first recorded on September 10, 1821, as an alternative name for sitio rancho Santa Mónica to describe the ""boxed in"" nature of the valley in which it sat. The name appeared on maps in 1873 and 1875, shortened to ""Cajon,"" until the modern town developed in which the post office was named ""El Cajon."""
303,Las Cruces, New Mexico,"102,926","97,618",+5.44%,76.9 sq mi,199.2 km2,"1,323/sq mi",511/km2,32°19′35″N 106°47′23″W﻿ / ﻿32.3264°N 106.7897°W﻿ / 32.3264; -106.7897﻿ (Las Cruces),"https://en.wikipedia.org/wiki/Las_Cruces,_New_Mexico","Spaceport America, which has corporate offices in Las Cruces, operates from 55 miles (89 km) to the north, and has completed several successful manned, suborbital flights. The city is also the headquarters for Virgin Galactic, the world's first company to offer sub-orbital spaceflights.[7]"
